,ИД,Факультет,Направление,год поступления,статус,Unnamed: 5,дата изменения,выпуск
22139,306661,ЮФ,40.03.01 Юриспруденция,2010.0,-1,отчислен,0 days,отчислен
22140,306661,ЮФ,40.03.01 Юриспруденция,2010.0,1,учится,94 days,отчислен
22141,306661,ЮФ,40.03.01 Юриспруденция,2010.0,2,ак. отпуск,477 days,отчислен
22153,306674,МТФ,22.03.01 Материаловедение и технологии материалов,2010.0,-1,отчислен,0 days,отчислен
22154,306674,МТФ,22.03.01 Материаловедение и технологии материалов,2010.0,1,учится,6 days,отчислен
22155,306674,МТФ,22.03.01 Материаловедение и технологии материалов,2010.0,-1,отчислен,462 days,отчислен
22228,306862,ФЭН,13.03.02 Электроэнергетика и электротехника,2010.0,2,ак. отпуск,0 days,
22229,306862,ФЭН,13.03.02 Электроэнергетика и электротехника,2010.0,1,учится,148 days,
22230,306862,ФЭН,13.03.02 Электроэнергетика и электротехника,2010.0,-1,отчислен,311 days,
22284,307017,РЭФ,11.03.04 Электроника и наноэлектроника,2010.0,1,учится,0 days,
22285,307017,РЭФ,11.03.04 Электроника и наноэлектроника,2010.0,1,учится,94 days,
22286,307017,РЭФ,11.03.04 Электроника и наноэлектроника,2010.0,-1,отчислен,276 days,
22288,307019,ЗО ИДО,15.03.04 Автоматизация технологических процессов и производств,2010.0,-1,отчислен,0 days,
22289,307019,ЗО ИДО,15.03.04 Автоматизация технологических процессов и производств,2010.0,1,учится,61 days,
22306,307055,ФЭН,20.03.01 Техносферная безопасность,2010.0,2,ак. отпуск,0 days,
22307,307055,ФЭН,20.03.01 Техносферная безопасность,2010.0,1,учится,106 days,
22329,307092,ЮФ,40.03.01 Юриспруденция,2010.0,2,ак. отпуск,0 days,
22330,307092,ЮФ,40.03.01 Юриспруденция,2010.0,1,учится,143 days,
22331,307092,ЮФ,40.03.01 Юриспруденция,2010.0,-1,отчислен,370 days,
22332,307092,ЮФ,40.03.01 Юриспруденция,2010.0,1,учится,535 days,
22333,307092,ЮФ,40.03.01 Юриспруденция,2010.0,-1,отчислен,692 days,
22343,307118,ФБ,38.03.01 Экономика,2010.0,2,ак. отпуск,0 days,
22344,307118,ФБ,38.03.01 Экономика,2010.0,1,учится,236 days,
22371,307163,ФЭН,38.03.02 Менеджмент,2010.0,-1,отчислен,0 days,
22372,307163,ФЭН,38.03.02 Менеджмент,2010.0,1,учится,220 days,
22373,307163,ФЭН,38.03.02 Менеджмент,2010.0,3,переведен,374 days,
22383,307183,ФБ,38.03.01 Экономика,2010.0,1,учится,0 days,
22389,307192,РЭФ,28.03.01 Нанотехнологии и микросистемная техника,2010.0,-1,отчислен,0 days,
22390,307192,РЭФ,28.03.01 Нанотехнологии и микросистемная техника,2010.0,1,учится,37 days,
22391,307192,РЭФ,28.03.01 Нанотехнологии и микросистемная техника,2010.0,-1,отчислен,148 days,
22392,307192,РЭФ,28.03.01 Нанотехнологии и микросистемная техника,2010.0,1,учится,211 days,
22407,307218,МТФ,15.03.04 Автоматизация технологических процессов и производств,2010.0,2,ак. отпуск,0 days,отчислен
22408,307218,МТФ,15.03.04 Автоматизация технологических процессов и производств,2010.0,1,учится,195 days,отчислен
22409,307218,МТФ,15.03.04 Автоматизация технологических процессов и производств,2010.0,-1,отчислен,345 days,отчислен
22420,307246,РЭФ,11.03.04 Электроника и наноэлектроника,2010.0,1,учится,0 days,отчислен
22421,307246,РЭФ,11.03.04 Электроника и наноэлектроника,2010.0,1,учится,73 days,отчислен
22422,307246,РЭФ,11.03.04 Электроника и наноэлектроника,2010.0,2,ак. отпуск,376 days,отчислен
22423,307246,РЭФ,11.03.04 Электроника и наноэлектроника,2010.0,1,учится,438 days,отчислен
22440,307287,ФЭН,13.03.01 Теплоэнергетика и теплотехника,2010.0,-1,отчислен,0 days,выпустился
22441,307287,ФЭН,13.03.01 Теплоэнергетика и теплотехника,2010.0,1,учится,168 days,выпустился
22443,307289,МТФ,23.03.03 Эксплуатация транспортно-технологических машин и комплексов,2010.0,-1,отчислен,0 days,отчислен
22451,307301,МТФ,15.03.04 Автоматизация технологических процессов и производств,2010.0,-1,отчислен,0 days,отчислен
22452,307301,МТФ,15.03.04 Автоматизация технологических процессов и производств,2010.0,1,учится,575 days,отчислен
22459,307321,ФГО,41.03.01 Зарубежное регионоведение,2010.0,-1,отчислен,0 days,отчислен
22460,307321,ФГО,41.03.01 Зарубежное регионоведение,2010.0,1,учится,251 days,отчислен
22461,307321,ФГО,41.03.01 Зарубежное регионоведение,2010.0,-1,отчислен,442 days,отчислен
22462,307321,ФГО,41.03.01 Зарубежное регионоведение,2010.0,1,учится,616 days,отчислен
22463,307321,ФГО,41.03.01 Зарубежное регионоведение,2010.0,3,переведен,654 days,отчислен
22471,307346,АВТФ,09.03.01 Информатика и вычислительная техника,2010.0,-1,отчислен,0 days,отчислен
22472,307346,АВТФ,09.03.01 Информатика и вычислительная техника,2010.0,1,учится,66 days,отчислен
22473,307346,АВТФ,09.03.01 Информатика и вычислительная техника,2010.0,-1,отчислен,537 days,отчислен
22485,307369,ЗО ИДО,15.03.05 Конструкторско-технологическое обеспечение машиностроительных производств,2010.0,-1,отчислен,0 days,отчислен
22486,307369,ЗО ИДО,15.03.05 Конструкторско-технологическое обеспечение машиностроительных производств,2010.0,1,учится,72 days,отчислен
22487,307369,ЗО ИДО,15.03.05 Конструкторско-технологическое обеспечение машиностроительных производств,2010.0,-1,отчислен,668 days,отчислен
22493,307382,ФГО,42.03.01 Реклама и связи с общественностью,2010.0,-1,отчислен,0 days,выпустился
22494,307382,ФГО,42.03.01 Реклама и связи с общественностью,2010.0,1,учится,4 days,выпустился
22511,307400,ФТФ,12.03.05 Лазерная техника и лазерные технологии,2010.0,2,ак. отпуск,0 days,выпустился
22512,307400,ФТФ,12.03.05 Лазерная техника и лазерные технологии,2010.0,1,учится,180 days,выпустился
22557,307489,АВТФ,27.03.04 Управление в технических системах,2010.0,2,ак. отпуск,0 days,отчислен
22558,307489,АВТФ,27.03.04 Управление в технических системах,2010.0,1,учится,204 days,отчислен
22559,307489,АВТФ,27.03.04 Управление в технических системах,2010.0,-1,отчислен,401 days,отчислен
22560,307491,ФЭН,13.03.02 Электроэнергетика и электротехника,2010.0,-1,отчислен,0 days,отчислен
22561,307491,ФЭН,13.03.02 Электроэнергетика и электротехника,2010.0,1,учится,72 days,отчислен
22562,307491,ФЭН,13.03.02 Электроэнергетика и электротехника,2010.0,-1,отчислен,238 days,отчислен
22587,307542,ФЭН,15.03.04 Автоматизация технологических процессов и производств,2010.0,2,ак. отпуск,0 days,отчислен
22588,307542,ФЭН,15.03.04 Автоматизация технологических процессов и производств,2010.0,1,учится,95 days,отчислен
22589,307542,ФЭН,15.03.04 Автоматизация технологических процессов и производств,2010.0,-1,отчислен,421 days,отчислен
22590,307542,ФЭН,15.03.04 Автоматизация технологических процессов и производств,2010.0,1,учится,651 days,отчислен
22594,307545,ФЭН,20.03.01 Техносферная безопасность,2010.0,2,ак. отпуск,0 days,отчислен
22595,307545,ФЭН,20.03.01 Техносферная безопасность,2010.0,1,учится,93 days,отчислен
22596,307545,ФЭН,20.03.01 Техносферная безопасность,2010.0,-1,отчислен,237 days,отчислен
22601,307562,РЭФ,11.03.01 Радиотехника,2010.0,2,ак. отпуск,0 days,отчислен
22602,307562,РЭФ,11.03.01 Радиотехника,2010.0,1,учится,176 days,отчислен
22603,307562,РЭФ,11.03.01 Радиотехника,2010.0,-1,отчислен,375 days,отчислен
22604,307563,АВТФ,09.03.02 Информационные системы и технологии,2010.0,-1,отчислен,0 days,отчислен
22605,307563,АВТФ,09.03.02 Информационные системы и технологии,2010.0,1,учится,105 days,отчислен
22606,307563,АВТФ,09.03.02 Информационные системы и технологии,2010.0,-1,отчислен,513 days,отчислен
22607,307565,РЭФ,11.03.01 Радиотехника,2010.0,2,ак. отпуск,0 days,отчислен
22608,307565,РЭФ,11.03.01 Радиотехника,2010.0,1,учится,209 days,отчислен
22609,307565,РЭФ,11.03.01 Радиотехника,2010.0,-1,отчислен,371 days,отчислен
22616,307586,ЗО ИДО,19.03.04 Технология продукции и организация общественного питания,2010.0,2,ак. отпуск,0 days,отчислен
22617,307586,ЗО ИДО,19.03.04 Технология продукции и организация общественного питания,2010.0,1,учится,465 days,отчислен
22620,307589,ФЛА,24.03.04 Авиастроение,2010.0,-1,отчислен,0 days,отчислен
22621,307589,ФЛА,24.03.04 Авиастроение,2010.0,1,учится,581 days,отчислен
22627,307604,РЭФ,11.03.04 Электроника и наноэлектроника,2010.0,-1,отчислен,0 days,отчислен
22628,307604,РЭФ,11.03.04 Электроника и наноэлектроника,2010.0,1,учится,39 days,отчислен
22629,307604,РЭФ,11.03.04 Электроника и наноэлектроника,2010.0,-1,отчислен,521 days,отчислен
22663,307774,ФБ,38.03.01 Экономика,2010.0,-1,отчислен,0 days,отчислен
22664,307774,ФБ,38.03.01 Экономика,2010.0,1,учится,7 days,отчислен
22665,307774,ФБ,38.03.01 Экономика,2010.0,1,учится,393 days,отчислен
22682,307821,АВТФ,09.03.01 Информатика и вычислительная техника,2010.0,-1,отчислен,0 days,отчислен
22683,307821,АВТФ,09.03.01 Информатика и вычислительная техника,2010.0,1,учится,63 days,отчислен
22684,307821,АВТФ,09.03.01 Информатика и вычислительная техника,2010.0,-1,отчислен,187 days,отчислен
22705,307881,ФМА,19.03.04 Технология продукции и организация общественного питания,2010.0,-1,отчислен,0 days,отчислен
22706,307881,ФМА,19.03.04 Технология продукции и организация общественного питания,2010.0,1,учится,189 days,отчислен
22707,307881,ФМА,19.03.04 Технология продукции и организация общественного питания,2010.0,-1,отчислен,565 days,отчислен
22720,307904,ФТФ,55.05.03 Кинооператорство,2010.0,-1,отчислен,0 days,отчислен
22721,307904,ФТФ,55.05.03 Кинооператорство,2010.0,1,учится,128 days,отчислен
22722,307904,ФТФ,55.05.03 Кинооператорство,2010.0,-1,отчислен,546 days,отчислен
22743,307949,ФТФ,12.03.05 Лазерная техника и лазерные технологии,2010.0,2,ак. отпуск,0 days,отчислен
22744,307949,ФТФ,12.03.05 Лазерная техника и лазерные технологии,2010.0,1,учится,189 days,отчислен
22747,307951,РЭФ,28.03.01 Нанотехнологии и микросистемная техника,2010.0,2,ак. отпуск,0 days,выпустился
22748,307951,РЭФ,28.03.01 Нанотехнологии и микросистемная техника,2010.0,1,учится,70 days,выпустился
22755,308009,РЭФ,11.03.02 Инфокоммуникационные технологии и системы связи,2010.0,2,ак. отпуск,0 days,отчислен
22756,308009,РЭФ,11.03.02 Инфокоммуникационные технологии и системы связи,2010.0,1,учится,88 days,отчислен
22770,308122,ЮФ,40.03.01 Юриспруденция,2010.0,-1,отчислен,0 days,отчислен
22771,308122,ЮФ,40.03.01 Юриспруденция,2010.0,1,учится,97 days,отчислен
22772,308122,ЮФ,40.03.01 Юриспруденция,2010.0,-1,отчислен,246 days,отчислен
22773,308122,ЮФ,40.03.01 Юриспруденция,2010.0,1,учится,468 days,отчислен
22781,308137,ФЛА,24.05.07 Самолето- и вертолетостроение,2010.0,-1,отчислен,0 days,отчислен
22782,308137,ФЛА,24.05.07 Самолето- и вертолетостроение,2010.0,1,учится,63 days,отчислен
22783,308137,ФЛА,24.05.07 Самолето- и вертолетостроение,2010.0,-1,отчислен,208 days,отчислен
22809,308184,ЮФ,40.03.01 Юриспруденция,2010.0,2,ак. отпуск,0 days,отчислен
22810,308184,ЮФ,40.03.01 Юриспруденция,2010.0,1,учится,438 days,отчислен
22824,308220,РЭФ,11.03.04 Электроника и наноэлектроника,2010.0,-1,отчислен,0 days,отчислен
22881,308355,ФТФ,12.03.03 Фотоника и оптоинформатика,2010.0,-1,отчислен,0 days,выпустился
22882,308355,ФТФ,12.03.03 Фотоника и оптоинформатика,2010.0,1,учится,62 days,выпустился
22883,308355,ФТФ,12.03.03 Фотоника и оптоинформатика,2010.0,-1,отчислен,427 days,выпустился
22893,308384,ФЛА,05.03.06 Экология и природопользование,2010.0,-1,отчислен,0 days,выпустился
22894,308384,ФЛА,05.03.06 Экология и природопользование,2010.0,1,учится,595 days,выпустился
22895,308384,ФЛА,05.03.06 Экология и природопользование,2010.0,2,ак. отпуск,700 days,выпустился
22910,308427,ФЭН,13.03.02 Электроэнергетика и электротехника,2010.0,-1,отчислен,0 days,выпустился
22911,308427,ФЭН,13.03.02 Электроэнергетика и электротехника,2010.0,1,учится,168 days,выпустился
22921,308449,ЗО ИДО,24.05.07 Самолето- и вертолетостроение,2010.0,2,ак. отпуск,0 days,отчислен
22922,308449,ЗО ИДО,24.05.07 Самолето- и вертолетостроение,2010.0,1,учится,239 days,отчислен
22924,308451,ЗО ИДО,24.05.07 Самолето- и вертолетостроение,2010.0,-1,отчислен,0 days,отчислен
22932,308465,ЗО,38.03.01 Экономика,2010.0,-1,отчислен,0 days,отчислен
22933,308465,ЗО,38.03.01 Экономика,2010.0,1,учится,25 days,отчислен
22943,308481,МТФ,22.03.01 Материаловедение и технологии материалов,2010.0,-1,отчислен,0 days,выпустился
22944,308481,МТФ,22.03.01 Материаловедение и технологии материалов,2010.0,1,учится,60 days,выпустился
22954,308488,МТФ,15.03.04 Автоматизация технологических процессов и производств,2010.0,2,ак. отпуск,0 days,отчислен
22955,308488,МТФ,15.03.04 Автоматизация технологических процессов и производств,2010.0,1,учится,250 days,отчислен
22956,308488,МТФ,15.03.04 Автоматизация технологических процессов и производств,2010.0,-1,отчислен,331 days,отчислен
22983,308573,ЗО,09.03.01 Информатика и вычислительная техника,2010.0,-1,отчислен,0 days,отчислен
22984,308573,ЗО,09.03.01 Информатика и вычислительная техника,2010.0,1,учится,134 days,отчислен
22985,308573,ЗО,09.03.01 Информатика и вычислительная техника,2010.0,-1,отчислен,180 days,отчислен
22987,308579,ФЭН,13.03.02 Электроэнергетика и электротехника,2010.0,2,ак. отпуск,0 days,выпустился
22988,308579,ФЭН,13.03.02 Электроэнергетика и электротехника,2010.0,1,учится,168 days,выпустился
23007,308608,ФЭН,13.03.01 Теплоэнергетика и теплотехника,2010.0,-1,отчислен,0 days,отчислен
23008,308608,ФЭН,13.03.01 Теплоэнергетика и теплотехника,2010.0,1,учится,367 days,отчислен
23015,308628,АВТФ,12.03.04 Биотехнические системы и технологии,2010.0,-1,отчислен,0 days,выпустился
23016,308628,АВТФ,12.03.04 Биотехнические системы и технологии,2010.0,1,учится,588 days,выпустился
23039,308685,ЮФ,40.03.01 Юриспруденция,2010.0,-1,отчислен,0 days,отчислен
23040,308685,ЮФ,40.03.01 Юриспруденция,2010.0,1,учится,63 days,отчислен
23041,308685,ЮФ,40.03.01 Юриспруденция,2010.0,-1,отчислен,213 days,отчислен
23045,308703,ЗО ИДО,12.03.04 Биотехнические системы и технологии,2010.0,2,ак. отпуск,0 days,отчислен
23046,308703,ЗО ИДО,12.03.04 Биотехнические системы и технологии,2010.0,1,учится,224 days,отчислен
23047,308703,ЗО ИДО,12.03.04 Биотехнические системы и технологии,2010.0,-1,отчислен,559 days,отчислен
23053,308721,РЭФ,11.03.04 Электроника и наноэлектроника,2010.0,-1,отчислен,0 days,отчислен
23054,308721,РЭФ,11.03.04 Электроника и наноэлектроника,2010.0,1,учится,16 days,отчислен
23055,308721,РЭФ,11.03.04 Электроника и наноэлектроника,2010.0,-1,отчислен,230 days,отчислен
23056,308721,РЭФ,11.03.04 Электроника и наноэлектроника,2010.0,1,учится,239 days,отчислен
23067,308746,ЗО ИДО,38.03.02 Менеджмент,2008.0,-1,отчислен,0 days,отчислен
23068,308746,ЗО ИДО,38.03.02 Менеджмент,2008.0,1,учится,563 days,отчислен
23070,308748,ФПМИ,01.03.02 Прикладная математика и информатика,2010.0,-1,отчислен,0 days,отчислен
23071,308748,ФПМИ,01.03.02 Прикладная математика и информатика,2010.0,1,учится,43 days,отчислен
23072,308748,ФПМИ,01.03.02 Прикладная математика и информатика,2010.0,-1,отчислен,386 days,отчислен
23073,308748,ФПМИ,01.03.02 Прикладная математика и информатика,2010.0,1,учится,520 days,отчислен
23074,308748,ФПМИ,01.03.02 Прикладная математика и информатика,2010.0,-1,отчислен,729 days,отчислен
23084,308780,ФЛА,24.03.04 Авиастроение,2010.0,-1,отчислен,0 days,отчислен
23085,308780,ФЛА,24.03.04 Авиастроение,2010.0,1,учится,594 days,отчислен
23093,308806,ФЭН,13.03.02 Электроэнергетика и электротехника,2010.0,2,ак. отпуск,0 days,отчислен
23094,308806,ФЭН,13.03.02 Электроэнергетика и электротехника,2010.0,1,учится,224 days,отчислен
23095,308806,ФЭН,13.03.02 Электроэнергетика и электротехника,2010.0,-1,отчислен,659 days,отчислен
23100,308832,ФЭН,13.03.02 Электроэнергетика и электротехника,2010.0,2,ак. отпуск,0 days,выпустился
23101,308832,ФЭН,13.03.02 Электроэнергетика и электротехника,2010.0,1,учится,93 days,выпустился
23106,308855,РЭФ,28.03.01 Нанотехнологии и микросистемная техника,2010.0,2,ак. отпуск,0 days,отчислен
23107,308855,РЭФ,28.03.01 Нанотехнологии и микросистемная техника,2010.0,1,учится,141 days,отчислен
23113,308895,ЗО ИДО,42.03.01 Реклама и связи с общественностью,2010.0,-1,отчислен,0 days,
23114,308895,ЗО ИДО,42.03.01 Реклама и связи с общественностью,2010.0,1,учится,2 days,
23124,308908,ФГО,42.03.01 Реклама и связи с общественностью,2010.0,-1,отчислен,0 days,
23125,308908,ФГО,42.03.01 Реклама и связи с общественностью,2010.0,1,учится,81 days,
23126,308908,ФГО,42.03.01 Реклама и связи с общественностью,2010.0,-1,отчислен,326 days,
23131,308918,ФМА,13.03.02 Электроэнергетика и электротехника,2010.0,-1,отчислен,0 days,
23132,308918,ФМА,13.03.02 Электроэнергетика и электротехника,2010.0,1,учится,218 days,
23134,308919,ФМА,19.03.04 Технология продукции и организация общественного питания,2010.0,2,ак. отпуск,0 days,
23135,308919,ФМА,19.03.04 Технология продукции и организация общественного питания,2010.0,1,учится,153 days,
23136,308919,ФМА,19.03.04 Технология продукции и организация общественного питания,2010.0,-1,отчислен,195 days,
23171,309015,ФЛА,24.03.04 Авиастроение,2010.0,-1,отчислен,0 days,
23172,309015,ФЛА,24.03.04 Авиастроение,2010.0,1,учится,613 days,
23173,309015,ФЛА,24.03.04 Авиастроение,2010.0,3,переведен,650 days,
23187,309041,ЮФ,40.03.01 Юриспруденция,2010.0,-1,отчислен,0 days,
23188,309041,ЮФ,40.03.01 Юриспруденция,2010.0,1,учится,640 days,
23218,309109,ЗО ИДО,15.03.05 Конструкторско-технологическое обеспечение машиностроительных производств,2010.0,1,учится,0 days,
23229,309121,ФЭН,13.03.02 Электроэнергетика и электротехника,2010.0,2,ак. отпуск,0 days,
23230,309121,ФЭН,13.03.02 Электроэнергетика и электротехника,2010.0,1,учится,181 days,
23232,309124,РЭФ,11.03.04 Электроника и наноэлектроника,2010.0,2,ак. отпуск,0 days,
23233,309124,РЭФ,11.03.04 Электроника и наноэлектроника,2010.0,1,учится,127 days,
23246,309155,ФПМИ,02.03.03 Математическое обеспечение и администрирование информационных систем,2010.0,-1,отчислен,0 days,
23247,309155,ФПМИ,02.03.03 Математическое обеспечение и администрирование информационных систем,2010.0,1,учится,311 days,
23248,309155,ФПМИ,02.03.03 Математическое обеспечение и администрирование информационных систем,2010.0,-1,отчислен,318 days,
23257,309183,ФБ,38.03.01 Экономика,2010.0,-1,отчислен,0 days,
23258,309183,ФБ,38.03.01 Экономика,2010.0,1,учится,529 days,
23263,309203,ФГО,45.03.02 Лингвистика,2010.0,-1,отчислен,0 days,
23264,309203,ФГО,45.03.02 Лингвистика,2010.0,1,учится,148 days,
23265,309203,ФГО,45.03.02 Лингвистика,2010.0,-1,отчислен,714 days,
23270,309213,ФГО,45.03.01 Филология,2010.0,-1,отчислен,0 days,
23271,309213,ФГО,45.03.01 Филология,2010.0,1,учится,69 days,
23272,309213,ФГО,45.03.01 Филология,2010.0,-1,отчислен,98 days,
23286,309246,ФЭН,13.03.02 Электроэнергетика и электротехника,2010.0,-1,отчислен,0 days,
23289,309248,ЮФ,40.03.01 Юриспруденция,2010.0,-1,отчислен,0 days,выпустился
23290,309248,ЮФ,40.03.01 Юриспруденция,2010.0,1,учится,138 days,выпустился
23297,309260,ЮФ,40.03.01 Юриспруденция,2010.0,2,ак. отпуск,0 days,отчислен
23298,309260,ЮФ,40.03.01 Юриспруденция,2010.0,1,учится,180 days,отчислен
23299,309260,ЮФ,40.03.01 Юриспруденция,2010.0,-1,отчислен,286 days,отчислен
23312,309292,ЮФ,40.03.01 Юриспруденция,2010.0,-1,отчислен,0 days,отчислен
23313,309292,ЮФ,40.03.01 Юриспруденция,2010.0,1,учится,76 days,отчислен
23314,309292,ЮФ,40.03.01 Юриспруденция,2010.0,-1,отчислен,368 days,отчислен
23316,309299,РЭФ,11.03.04 Электроника и наноэлектроника,2010.0,2,ак. отпуск,0 days,отчислен
23317,309299,РЭФ,11.03.04 Электроника и наноэлектроника,2010.0,1,учится,231 days,отчислен
23321,309314,РЭФ,28.03.01 Нанотехнологии и микросистемная техника,2010.0,-1,отчислен,0 days,отчислен
23322,309314,РЭФ,28.03.01 Нанотехнологии и микросистемная техника,2010.0,1,учится,122 days,отчислен
23323,309314,РЭФ,28.03.01 Нанотехнологии и микросистемная техника,2010.0,-1,отчислен,528 days,отчислен
23324,309314,РЭФ,28.03.01 Нанотехнологии и микросистемная техника,2010.0,1,учится,696 days,отчислен
23334,309331,РЭФ,11.03.04 Электроника и наноэлектроника,2010.0,-1,отчислен,0 days,выпустился
23335,309331,РЭФ,11.03.04 Электроника и наноэлектроника,2010.0,1,учится,199 days,выпустился
23351,309362,МТФ,15.03.05 Конструкторско-технологическое обеспечение машиностроительных производств,2010.0,-1,отчислен,0 days,выпустился
23363,309387,РЭФ,11.03.01 Радиотехника,2010.0,2,ак. отпуск,0 days,отчислен
23364,309387,РЭФ,11.03.01 Радиотехника,2010.0,1,учится,83 days,отчислен
23365,309387,РЭФ,11.03.01 Радиотехника,2010.0,-1,отчислен,230 days,отчислен
23372,309402,МТФ,15.03.05 Конструкторско-технологическое обеспечение машиностроительных производств,2010.0,-1,отчислен,0 days,отчислен
23373,309402,МТФ,15.03.05 Конструкторско-технологическое обеспечение машиностроительных производств,2010.0,1,учится,94 days,отчислен
23374,309402,МТФ,15.03.05 Конструкторско-технологическое обеспечение машиностроительных производств,2010.0,-1,отчислен,400 days,отчислен
23380,309423,ФГО,42.03.01 Реклама и связи с общественностью,2010.0,-1,отчислен,0 days,отчислен
23381,309423,ФГО,42.03.01 Реклама и связи с общественностью,2010.0,1,учится,35 days,отчислен
23382,309423,ФГО,42.03.01 Реклама и связи с общественностью,2010.0,-1,отчислен,242 days,отчислен
23383,309423,ФГО,42.03.01 Реклама и связи с общественностью,2010.0,1,учится,352 days,отчислен
23384,309423,ФГО,42.03.01 Реклама и связи с общественностью,2010.0,-1,отчислен,480 days,отчислен
23385,309423,ФГО,42.03.01 Реклама и связи с общественностью,2010.0,1,учится,721 days,отчислен
23387,309426,ФГО,41.03.01 Зарубежное регионоведение,2010.0,2,ак. отпуск,0 days,отчислен
23388,309426,ФГО,41.03.01 Зарубежное регионоведение,2010.0,1,учится,275 days,отчислен
23389,309426,ФГО,41.03.01 Зарубежное регионоведение,2010.0,-1,отчислен,494 days,отчислен
23398,309445,ФГО,41.03.01 Зарубежное регионоведение,2010.0,-1,отчислен,0 days,отчислен
23399,309445,ФГО,41.03.01 Зарубежное регионоведение,2010.0,1,учится,8 days,отчислен
23400,309445,ФГО,41.03.01 Зарубежное регионоведение,2010.0,-1,отчислен,293 days,отчислен
23401,309445,ФГО,41.03.01 Зарубежное регионоведение,2010.0,1,учится,544 days,отчислен
23419,309489,ФГО,41.03.01 Зарубежное регионоведение,2010.0,2,ак. отпуск,0 days,выпустился
23420,309489,ФГО,41.03.01 Зарубежное регионоведение,2010.0,1,учится,365 days,выпустился
23421,309489,ФГО,41.03.01 Зарубежное регионоведение,2010.0,-1,отчислен,673 days,выпустился
23428,309515,ФЭН,38.03.02 Менеджмент,2010.0,2,ак. отпуск,0 days,выпустился
23429,309515,ФЭН,38.03.02 Менеджмент,2010.0,1,учится,200 days,выпустился
23433,309547,МТФ,"18.03.02 Энерго- и ресурсосберегающие процессы в химической технологии, нефтехимии и биотехнологии",2010.0,-1,отчислен,0 days,отчислен
23434,309547,МТФ,"18.03.02 Энерго- и ресурсосберегающие процессы в химической технологии, нефтехимии и биотехнологии",2010.0,1,учится,580 days,отчислен
23435,309547,МТФ,"18.03.02 Энерго- и ресурсосберегающие процессы в химической технологии, нефтехимии и биотехнологии",2010.0,-1,отчислен,590 days,отчислен
23444,309593,ФЭН,13.03.02 Электроэнергетика и электротехника,2010.0,2,ак. отпуск,0 days,выпустился
23445,309593,ФЭН,13.03.02 Электроэнергетика и электротехника,2010.0,1,учится,156 days,выпустился
23450,309607,ЗО ИДО,13.03.02 Электроэнергетика и электротехника,2010.0,2,ак. отпуск,0 days,отчислен
23451,309607,ЗО ИДО,13.03.02 Электроэнергетика и электротехника,2010.0,1,учится,470 days,отчислен
23460,309630,ФЭН,13.03.02 Электроэнергетика и электротехника,2010.0,2,ак. отпуск,0 days,отчислен
23461,309630,ФЭН,13.03.02 Электроэнергетика и электротехника,2010.0,1,учится,157 days,отчислен
23462,309630,ФЭН,13.03.02 Электроэнергетика и электротехника,2010.0,-1,отчислен,410 days,отчислен
23463,309630,ФЭН,13.03.02 Электроэнергетика и электротехника,2010.0,1,учится,517 days,отчислен
23466,309636,ФЭН,13.03.02 Электроэнергетика и электротехника,2010.0,-1,отчислен,0 days,выпустился
23467,309636,ФЭН,13.03.02 Электроэнергетика и электротехника,2010.0,1,учится,558 days,выпустился
23476,309658,АВТФ,10.03.01 Информационная безопасность,2010.0,2,ак. отпуск,0 days,выпустился
23477,309658,АВТФ,10.03.01 Информационная безопасность,2010.0,1,учится,175 days,выпустился
23482,309672,ФТФ,12.03.05 Лазерная техника и лазерные технологии,2010.0,-1,отчислен,0 days,отчислен
23483,309672,ФТФ,12.03.05 Лазерная техника и лазерные технологии,2010.0,1,учится,127 days,отчислен
23484,309672,ФТФ,12.03.05 Лазерная техника и лазерные технологии,2010.0,-1,отчислен,496 days,отчислен
23500,309717,ЗО ИДО,23.03.03 Эксплуатация транспортно-технологических машин и комплексов,2010.0,1,учится,0 days,выпустился
23506,309729,ФЭН,13.03.02 Электроэнергетика и электротехника,2010.0,-1,отчислен,0 days,отчислен
23507,309729,ФЭН,13.03.02 Электроэнергетика и электротехника,2010.0,1,учится,94 days,отчислен
23508,309729,ФЭН,13.03.02 Электроэнергетика и электротехника,2010.0,-1,отчислен,252 days,отчислен
23515,309735,ЮФ,40.03.01 Юриспруденция,2010.0,-1,отчислен,0 days,отчислен
23516,309735,ЮФ,40.03.01 Юриспруденция,2010.0,1,учится,89 days,отчислен
23517,309735,ЮФ,40.03.01 Юриспруденция,2010.0,-1,отчислен,685 days,отчислен
23527,309749,ФЭН,13.03.02 Электроэнергетика и электротехника,2010.0,2,ак. отпуск,0 days,отчислен
23528,309749,ФЭН,13.03.02 Электроэнергетика и электротехника,2010.0,1,учится,147 days,отчислен
23529,309749,ФЭН,13.03.02 Электроэнергетика и электротехника,2010.0,-1,отчислен,296 days,отчислен
23534,309768,ФМА,38.03.02 Менеджмент,2010.0,-1,отчислен,0 days,выпустился
23535,309768,ФМА,38.03.02 Менеджмент,2010.0,1,учится,218 days,выпустился
23536,309768,ФМА,38.03.02 Менеджмент,2010.0,2,ак. отпуск,620 days,выпустился
23539,309769,МТФ,15.03.05 Конструкторско-технологическое обеспечение машиностроительных производств,2010.0,1,учится,0 days,выпустился
23553,309795,ФБ,09.03.03 Прикладная информатика,2010.0,-1,отчислен,0 days,отчислен
