,PK,SEMESTER,DNAME,TYPE,MARK,GRADE,BALLS,EXAM_DATE
31550,309717,1,Математика 2 (Линейная алгебра и аналитическая геометрия),зач,з,E,50.0,2012-01-18 00:00:00
31551,309717,1,Правоведение,экз,3,D+,69.0,2012-01-19 00:00:00
31552,309717,1,Введение в специальность,зач,з,B-,82.0,2012-01-21 00:00:00
31553,309717,1,Иностранный язык,зач,з,C,70.0,2012-01-23 00:00:00
31554,309717,1,История и современное состояние автомобилизации,зач,з,B,82.0,2012-01-25 00:00:00
31555,309717,1,История,экз,4,C+,77.0,2012-01-26 00:00:00
31556,309717,1,Химия,экз,3,E,51.0,2012-01-30 00:00:00
31557,309717,1,Физическая культура и спорт,зач,з,,,2016-05-24 00:00:00
31558,309717,2,Физика,зач,4,B,85.0,2012-06-14 00:00:00
31559,309717,2,Социальные технологии,экз,4,B,84.0,2012-06-21 00:00:00
31560,309717,2,Деловой русский язык,зач,3,E,50.0,2012-06-22 00:00:00
31561,309717,2,Иностранный язык,зач,4,B,85.0,2012-07-03 00:00:00
31562,309717,2,Прикладные компьютерные программы,зач,з,B-,80.0,2012-07-04 00:00:00
31563,309717,2,Учебная практика,прак,4,B-,80.0,2012-07-30 00:00:00
31564,309717,2,Математика 1 (Математический анализ),экз,3,E,50.0,2012-10-24 00:00:00
31565,309717,2,Физическая культура и спорт,зач,з,,,2016-05-24 00:00:00
31566,309717,3,Химические основы получения и эксплуатация автомобильных материалов,зач,з,D,65.0,2013-01-26 00:00:00
31567,309717,3,Философия,экз,4,C,74.0,2013-01-27 00:00:00
31568,309717,3,Информатика,зач,з,B+,86.0,2013-02-01 00:00:00
31569,309717,3,Иностранный язык,зач,з,C-,69.0,2013-02-02 00:00:00
31570,309717,3,Экономическая теория,зач,3,E,52.0,2013-02-08 00:00:00
31571,309717,3,Начертательная геометрия и инженерная графика,экз,4,C,74.0,2013-02-14 00:00:00
31572,309717,3,Физика,зач,3,E,50.0,2013-06-21 00:00:00
31573,309717,3,Математика 3 (специальные главы),зач,3,E,51.0,2013-06-25 00:00:00
31574,309717,3,Физическая культура и спорт,зач,з,,,2016-05-24 00:00:00
31575,309717,4,Теплотехника,зач,з,B,83.0,2013-06-19 00:00:00
31576,309717,4,Начертательная геометрия и инженерная графика,зач,з,B+,88.0,2013-06-19 00:00:00
31577,309717,4,Иностранный язык,зач,4,C,73.0,2013-06-24 00:00:00
31578,309717,4,Вычислительная техника и сети в отрасли,зач,з,B,85.0,2013-06-27 00:00:00
31579,309717,4,Информатика,экз,4,C+,77.0,2013-06-29 00:00:00
31580,309717,4,Производственная практика 1,прак,4,B-,81.0,2013-07-01 00:00:00
31581,309717,4,Общая электротехника и электроника,экз,3,D-,62.0,2013-07-04 00:00:00
31582,309717,4,Физика,экз,3,E,50.0,2014-01-17 00:00:00
31583,309717,4,Физическая культура и спорт,зач,з,,,2016-05-24 00:00:00
31642,309729,1,Иностранный язык,зач,з,C,73.0,2017-10-27 00:00:00
31643,309729,1,Физическая культура и спорт,зач,з,,,2017-10-27 00:00:00
31644,309729,1,Учебная практика: ознакомительная практика,прак,з,B+,87.0,2017-10-27 00:00:00
31645,309729,1,Физика,экз,3,D,63.0,2017-10-27 00:00:00
31646,309729,1,История,экз,3,D,65.0,2017-10-27 00:00:00
31647,309729,1,Линейная алгебра,экз,3,D,65.0,2017-10-27 00:00:00
31648,309729,1,Математический анализ,экз,3,D,65.0,2017-10-27 00:00:00
31649,309729,1,Введение в направление,зач,з,E,54.0,2019-07-01 00:00:00
31650,309729,2,Иностранный язык,зач,з,B,85.0,2017-10-27 00:00:00
31651,309729,2,Информатика,зач,з,C,73.0,2017-10-27 00:00:00
31652,309729,2,Основы личностной и коммуникативной культуры,зач,з,C-,70.0,2017-10-27 00:00:00
31653,309729,2,Инженерная графика,зач,з,D,65.0,2017-10-27 00:00:00
31654,309729,2,Физическая культура и спорт,зач,з,,,2017-10-27 00:00:00
31655,309729,2,Математический анализ,экз,3,D,65.0,2017-10-27 00:00:00
31656,309729,2,Физика,экз,3,D-,62.0,2017-10-27 00:00:00
31657,309729,3,Психология и технологии социального взаимодействия,зач,з,B,83.0,2017-10-27 00:00:00
31658,309729,3,Физическая культура и спорт,зач,з,,,2017-10-27 00:00:00
31659,309729,3,Механика,экз,3,D,63.0,2017-10-27 00:00:00
31660,309729,3,Физика,экз,3,D-,62.0,2017-10-27 00:00:00
31661,309729,3,Математический анализ,экз,3,E,52.0,2017-10-27 00:00:00
31662,309729,3,Иностранный язык,зач,з,E,55.0,2019-06-18 00:00:00
31663,309729,3,Информатика 2,экз,4,C,75.0,2020-01-19 00:00:00
31664,309729,3,Теория функций комплексного переменного,зач,з,E,50.0,2020-01-30 00:00:00
31665,309729,4,Химия,экз,3,D,65.0,2017-10-27 00:00:00
31666,309729,4,Специальные главы высшей математики,экз,3,E,50.0,2017-10-27 00:00:00
31667,309729,4,Иностранный язык,экз,4,C,73.0,2017-10-27 00:00:00
31668,309729,4,Философия,зач,нд,,,2019-06-16 00:00:00
31669,309729,4,Теоретические основы электротехники,экз,3,E,50.0,2019-06-20 00:00:00
31670,309729,4,Электротехническое и конструкционное материаловедение,зач,ня,,,2019-06-29 00:00:00
31693,309735,1,История отечественного государства и права,экз,5,A-,90.0,2014-10-10 00:00:00
31694,309735,1,Иностранный язык в сфере юриспруденции,зач,з,C,75.0,2015-09-06 00:00:00
31695,309735,1,Информационные технологии в юриспруденции,зач,3,C-,71.0,2015-09-29 00:00:00
31696,309735,1,Логика,зач,з,E,52.0,2015-10-01 00:00:00
31697,309735,1,Правоохранительные органы,экз,3,D,66.0,2015-10-01 00:00:00
31698,309735,1,Конституционное право,зач,4,C,73.0,2015-10-02 00:00:00
31699,309735,1,Теория государства и права,экз,3,D+,67.0,2015-10-02 00:00:00
31700,309735,1,Введение в специальность,зач,з,D+,69.0,2015-10-06 00:00:00
31701,309735,2,Физическая культура,зач,з,,,2011-06-17 00:00:00
31702,309735,2,История государства и права зарубежных стран,экз,3,D-,60.0,2014-10-10 00:00:00
31703,309735,2,Конституционное право,КР,3,D-,60.0,2015-10-02 00:00:00
31704,309735,2,Безопасность жизнедеятельности,зач,з,D+,68.0,2015-10-02 00:00:00
31705,309735,2,Теория государства и права,экз,3,D+,67.0,2015-10-02 00:00:00
31706,309735,2,Конституционное право,экз,3,D-,60.0,2015-10-02 00:00:00
31707,309735,2,Информационные технологии в юриспруденции,зач,4,C,73.0,2015-10-05 00:00:00
31708,309735,2,Иностранный язык в сфере юриспруденции,экз,4,C+,79.0,2015-10-08 00:00:00
31709,309735,3,Физическая культура,зач,з,B+,89.0,2011-12-23 00:00:00
31710,309735,3,Профессиональная этика,зач,з,B+,89.0,2014-12-17 00:00:00
31711,309735,3,Административное право,зач,з,A,93.0,2014-12-19 00:00:00
31712,309735,3,Культурология,зач,з,A+,100.0,2014-12-22 00:00:00
31713,309735,3,Социология,зач,з,B-,82.0,2014-12-25 00:00:00
31714,309735,3,Гражданское право,зач,з,C,76.0,2014-12-26 00:00:00
31715,309735,3,История политических и правовых учений,экз,4,C,73.0,2015-01-23 00:00:00
31716,309735,3,Юридическая техника,экз,3,E,50.0,2015-01-29 00:00:00
31717,309735,3,Экологическое право,зач,4,C,75.0,2015-10-26 00:00:00
31718,309735,4,Физическая культура,зач,з,,,2012-06-05 00:00:00
31719,309735,4,Психология и технологии социального взаимодействия,зач,з,A-,90.0,2015-06-03 00:00:00
31720,309735,4,Экономика,зач,з,E,50.0,2015-06-08 00:00:00
31721,309735,4,Юридическая лингвистика,зач,з,B,83.0,2015-06-11 00:00:00
31722,309735,4,Римское право,зач,з,D,63.0,2015-06-15 00:00:00
31723,309735,4,Гражданское право,КР,4,B-,80.0,2015-06-19 00:00:00
31724,309735,4,Гражданское право,экз,4,B-,80.0,2015-06-19 00:00:00
31725,309735,4,Земельное право,зач,з,B+,87.0,2015-07-02 00:00:00
31726,309735,4,История,зач,з,D+,69.0,2015-11-17 00:00:00
31727,309735,4,Административное право,экз,3,E,50.0,2015-11-17 00:00:00
31739,309749,1,"Начертательная геометрия, инженерная графика",зач,нз,FX,,2011-01-08 00:00:00
31740,309749,1,Информатика,зач,нз,,,2011-01-10 00:00:00
31741,309749,1,Отечественная история,экз,2,,,2011-01-12 00:00:00
31742,309749,1,Иностранный язык,зач,нз,,,2011-01-13 00:00:00
31743,309749,1,Математический анализ,экз,нд,,,2011-01-17 00:00:00
31744,309749,1,Линейная алгебра,экз,нд,,,2011-01-22 00:00:00
31745,309749,1,Химия,экз,нд,,,2011-01-26 00:00:00
31746,309749,1,Иностранный язык,зач,нз,,,2011-12-26 00:00:00
31747,309749,1,Инженерная графика,зач,ня,,0.0,2011-12-26 00:00:00
31748,309749,1,Физическая культура,зач,нз,,0.0,2011-12-27 00:00:00
31749,309749,1,Введение в направление,зач,ня,,,2011-12-29 00:00:00
31750,309749,1,История,экз,нд,,0.0,2012-01-10 00:00:00
31751,309749,1,Иностранный язык,зач,з,E,52.0,2012-01-11 00:00:00
31752,309749,1,Химия,экз,нд,,0.0,2012-01-13 00:00:00
31753,309749,1,Математический анализ,экз,2,F,0.0,2012-01-20 00:00:00
31754,309749,1,Информатика,зач,нз,,0.0,2012-01-30 00:00:00
31755,309768,1,Патентоведение,зач,з,A,90.0,2014-09-01 00:00:00
31756,309768,1,Концепции современного естествознания,зач,з,B,85.0,2014-09-01 00:00:00
31757,309768,1,Политология,зач,з,B-,80.0,2014-09-01 00:00:00
31758,309768,1,Введение в специальность,зач,з,E,50.0,2014-09-01 00:00:00
31759,309768,1,Иностранный язык,зач,з,E,50.0,2014-09-01 00:00:00
31760,309768,1,Физическая культура,зач,з,,,2014-09-01 00:00:00
31761,309768,1,Информатика,экз,3,D,66.0,2014-09-01 00:00:00
31762,309768,1,Математика. Математический анализ,экз,3,D,67.0,2014-09-01 00:00:00
31763,309768,1,История,экз,4,B,85.0,2014-09-01 00:00:00
31764,309768,2,Социология,зач,з,A+,100.0,2014-09-01 00:00:00
31765,309768,2,Информационные технологии  в  менеджменте,зач,з,E,50.0,2014-09-01 00:00:00
31766,309768,2,Экономическая теория,зач,з,E,50.0,2014-09-01 00:00:00
31767,309768,2,Правоведение,зач,з,E,55.0,2014-09-01 00:00:00
31768,309768,2,Физическая культура,зач,з,,,2014-09-01 00:00:00
31769,309768,2,Электротехнические и конструкционные материалы,экз,3,C-,73.0,2014-09-01 00:00:00
31770,309768,2,Математика. Линейная алгебра,экз,3,D+,69.0,2014-09-01 00:00:00
31771,309768,2,Математика. Математический анализ,экз,3,D+,69.0,2014-09-01 00:00:00
31772,309768,2,Иностранный язык,экз,5,A,97.0,2014-09-01 00:00:00
31773,309768,2,Учебная практика: получение навыков анализа информации и использования информационного обеспечения,прак,5,A-,90.0,2016-02-16 00:00:00
31774,309768,3,Экономика предприятия и отрасли,КР,3,D,60.0,2014-09-01 00:00:00
31775,309768,3,"Теория менеджмента (история управленческой мысли, теория организации, организационное поведение)",КР,4,C,74.0,2014-09-01 00:00:00
31776,309768,3,Теория вероятностей и математическая статистика,зач,3,D-,60.0,2014-09-01 00:00:00
31777,309768,3,Культура и личность,зач,з,B,85.0,2014-09-01 00:00:00
31778,309768,3,Иностранный язык,зач,з,E,50.0,2014-09-01 00:00:00
31779,309768,3,Основы электротехники и электроники,зач,з,E,50.0,2014-09-01 00:00:00
31780,309768,3,Методы принятия управленческих решений,зач,з,,,2014-09-01 00:00:00
31781,309768,3,Физическая культура,зач,з,,,2014-09-01 00:00:00
31782,309768,3,Статистика,экз,3,E,50.0,2014-09-01 00:00:00
31783,309768,3,Экономическая теория,экз,3,E,50.0,2014-09-01 00:00:00
31784,309768,3,Экономика предприятия и отрасли,экз,3,E,54.0,2014-09-01 00:00:00
31785,309768,3,"Теория менеджмента (история управленческой мысли, теория организации, организационное поведение)",экз,4,C,73.0,2014-09-01 00:00:00
31786,309768,3,Учебная практика: получение навыков использования основных теорий менеджмента для решений управленческих задач,прак,5,A-,90.0,2016-02-16 00:00:00
31787,309768,4,Маркетинг,КР,4,C,75.0,2014-09-01 00:00:00
31788,309768,4,Основы электромеханики,зач,3,D-,60.0,2014-09-01 00:00:00
31789,309768,4,Физическая культура,зач,з,,,2014-09-01 00:00:00
31790,309768,4,Документационное обеспечение управленческой деятельности,зач,ня,,,2014-09-01 00:00:00
31791,309768,4,Философия,экз,3,C-,72.0,2014-09-01 00:00:00
31792,309768,4,Маркетинг,экз,3,D,63.0,2014-09-01 00:00:00
31793,309768,4,Иностранный язык,экз,3,D,65.0,2014-09-01 00:00:00
31794,309768,4,Бухгалтерский учёт,экз,3,E,50.0,2014-09-01 00:00:00
31795,309768,4,"Теория менеджмента (история управленческой мысли, теория организации, организационное поведение)",экз,ня,,,2014-09-01 00:00:00
31796,309768,4,"Теория менеджмента (история управленческой мысли, теория организации, организационное поведение)",экз,4,C,73.0,2014-11-07 00:00:00
31797,309768,4,Документационное обеспечение управленческой деятельности,зач,з,C-,70.0,2014-11-27 00:00:00
31798,309768,4,Учебная практика: получение навыков использования основных теорий менеджмента для решений управленческих задач,прак,5,A-,90.0,2016-02-17 00:00:00
31799,309768,4,Учебная практика: получение навыков составления финансовой отчетности,прак,5,A-,92.0,2016-02-17 00:00:00
31850,309769,1,Физическая культура,зач,з,B,0.0,2011-12-29 00:00:00
31851,309769,1,Иностранный язык,зач,з,B,80.0,2011-12-29 00:00:00
31852,309769,1,Введение в специальность,зач,з,B-,80.0,2011-12-29 00:00:00
31853,309769,1,Информатика,экз,5,A,95.0,2012-01-12 00:00:00
31854,309769,1,Химия,экз,4,C,75.0,2012-01-18 00:00:00
31855,309769,1,История,экз,4,C,75.0,2012-01-21 00:00:00
31856,309769,1,Правоведение,экз,5,B+,89.0,2012-01-27 00:00:00
31857,309769,1,Математика 1 (Математический анализ),зач,4,C,75.0,2012-02-21 00:00:00
31858,309769,1,Математика 2 (Линейная алгебра и аналитическая геометрия),зач,нз,FX,25.0,2012-05-25 00:00:00
31859,309769,1,Математика 2 (Линейная алгебра и аналитическая геометрия),зач,з,E,51.0,2012-06-18 00:00:00
31860,309769,2,Информатика,зач,з,A-,90.0,2012-05-28 00:00:00
31861,309769,2,Физика,экз,нд,,0.0,2012-05-30 00:00:00
31862,309769,2,Деловой русский язык,зач,5,A-,90.0,2012-06-05 00:00:00
31863,309769,2,Иностранный язык,зач,з,D,61.0,2012-06-08 00:00:00
31864,309769,2,Физическая культура,зач,з,,0.0,2012-06-08 00:00:00
31865,309769,2,Социальные технологии,зач,2,FX,26.0,2012-06-11 00:00:00
31866,309769,2,Основы компьютерной графики,зач,нд,,0.0,2012-06-18 00:00:00
31867,309769,2,Социальные технологии,зач,3,E,50.0,2012-06-19 00:00:00
31868,309769,2,Математика 1 (Математический анализ),экз,2,FX,25.0,2012-06-20 00:00:00
31869,309769,2,Начертательная геометрия и инженерная графика,экз,нд,,0.0,2012-06-24 00:00:00
31870,309769,2,Учебная практика,прак,ня,,0.0,2012-07-14 00:00:00
31871,309769,2,Основы компьютерной графики,зач,з,E,50.0,2012-09-28 00:00:00
31872,309769,2,Математика 1 (Математический анализ),экз,3,E,50.0,2012-09-28 00:00:00
31873,309769,2,Начертательная геометрия и инженерная графика,экз,3,E,50.0,2012-09-28 00:00:00
31874,309769,2,Физика,экз,3,E,51.0,2012-10-09 00:00:00
31875,309769,2,Учебная практика,прак,4,B-,80.0,2012-10-11 00:00:00
31876,309769,3,Иностранный язык,зач,з,E,50.0,2012-12-26 00:00:00
31877,309769,3,Физическая культура,зач,з,,,2012-12-29 00:00:00
31878,309769,3,Математика 3 (специальные главы),зач,4,C,75.0,2013-01-10 00:00:00
31879,309769,3,Материаловедение,зач,з,C+,76.0,2013-01-10 00:00:00
31880,309769,3,Экономическая теория,зач,нз,FX,33.0,2013-01-13 00:00:00
31881,309769,3,Начертательная геометрия и инженерная графика,зач,нд,,,2013-01-15 00:00:00
31882,309769,3,Электротехника,экз,нд,,,2013-01-15 00:00:00
31883,309769,3,Экономическая теория,зач,з,E,50.0,2013-01-18 00:00:00
31884,309769,3,Философия,экз,4,B-,80.0,2013-01-18 00:00:00
31885,309769,3,Физика,экз,нд,,,2013-01-22 00:00:00
31886,309769,3,Теоретическая механика (кинематика),экз,3,E,50.0,2013-01-26 00:00:00
31887,309769,3,Электротехника,экз,3,C-,73.0,2013-02-12 00:00:00
31888,309769,3,Физика,экз,3,D-,63.0,2013-03-27 00:00:00
31889,309769,3,Начертательная геометрия и инженерная графика,зач,нз,FX,25.0,2013-03-30 00:00:00
31890,309769,3,Начертательная геометрия и инженерная графика,зач,з,E,56.0,2013-04-11 00:00:00
31891,309769,4,Методы подобия и размерностей в механике,зач,з,E,50.0,2013-06-04 00:00:00
31892,309769,4,Математика 3 (специальные главы),зач,3,E,50.0,2013-06-06 00:00:00
31893,309769,4,Теоретическая механика (динамика),зач,з,E,50.0,2013-06-06 00:00:00
31894,309769,4,Электроника,зач,з,E,50.0,2013-06-07 00:00:00
31895,309769,4,Физическая культура,зач,з,,,2013-06-07 00:00:00
31896,309769,4,Физика (специальный курс),зач,нд,,,2013-06-08 00:00:00
31897,309769,4,Графические информационные системы в машиностроении,зач,ня,,,2013-06-10 00:00:00
31898,309769,4,Материаловедение,экз,нд,,,2013-06-13 00:00:00
31899,309769,4,Теория машин и механизмов,экз,нд,,,2013-06-16 00:00:00
31900,309769,4,Сопротивление материалов,экз,4,B-,80.0,2013-06-19 00:00:00
31901,309769,4,Физика (специальный курс),зач,3,D-,60.0,2013-06-23 00:00:00
31902,309769,4,Иностранный язык,экз,3,E,55.0,2013-06-23 00:00:00
31903,309769,4,Учебная практика 1,прак,4,B-,80.0,2013-07-06 00:00:00
31904,309769,4,Графические информационные системы в машиностроении,зач,з,D,66.0,2013-09-06 00:00:00
31905,309769,4,Теория машин и механизмов,экз,3,D+,69.0,2013-10-16 00:00:00
31906,309769,4,Материаловедение,экз,3,E,50.0,2013-11-05 00:00:00
31966,309795,1,Основы бизнеса,зач,4,C,75.0,2013-10-01 00:00:00
31967,309795,1,Иностранный язык,зач,з,C,75.0,2013-10-01 00:00:00
31968,309795,1,Безопасность жизнедеятельности,зач,з,C-,70.0,2013-10-01 00:00:00
31969,309795,1,Физическая культура,зач,з,,,2013-10-01 00:00:00
31970,309795,1,Введение в специальность,зач,ня,,,2013-10-01 00:00:00
31971,309795,1,Теоретические основы создания информационного общества,зач,ня,,,2013-10-01 00:00:00
31972,309795,1,История,экз,3,D-,62.0,2013-10-01 00:00:00
31973,309795,1,Математика. Математический анализ,экз,3,D-,62.0,2013-10-01 00:00:00
31974,309795,1,Математика. Линейная алгебра,экз,3,E,55.0,2013-10-01 00:00:00
31975,309795,1,Теоретические основы информатики,экз,ня,,,2013-10-01 00:00:00
31976,309795,1,Теоретические основы информатики,экз,3,D,65.0,2013-11-16 00:00:00
31977,309795,1,Теоретические основы создания информационного общества,зач,2,FX,48.0,2013-12-03 00:00:00
31978,309795,1,Теоретические основы создания информационного общества,зач,3,E,51.0,2013-12-06 00:00:00
31979,309795,1,Введение в специальность,зач,з,E,55.0,2013-12-18 00:00:00
31980,309795,2,Иностранный язык,зач,з,C,75.0,2013-10-01 00:00:00
31981,309795,2,Информатика и программирование,зач,з,C-,72.0,2013-10-01 00:00:00
31982,309795,2,Дискретная  математика,зач,з,E,55.0,2013-10-01 00:00:00
31983,309795,2,Физика,зач,з,E,55.0,2013-10-01 00:00:00
31984,309795,2,Физическая культура,зач,з,,,2013-10-01 00:00:00
31985,309795,2,Математика. Математический анализ,экз,3,D,65.0,2013-10-01 00:00:00
31986,309795,2,Экономическая теория,экз,3,E,51.0,2013-10-01 00:00:00
31987,309795,2,Философия,экз,4,C,75.0,2013-10-01 00:00:00
31988,309795,2,Архитектура предприятия,экз,ня,,,2013-10-01 00:00:00
31989,309795,2,Архитектура предприятия,экз,3,E,50.0,2013-12-27 00:00:00
31990,309795,3,Экономическая теория,КР,4,C,73.0,2013-10-01 00:00:00
31991,309795,3,Организационная психология,зач,з,B-,80.0,2013-10-01 00:00:00
31992,309795,3,Теория вероятностей и математическая статистика,зач,з,D-,62.0,2013-10-01 00:00:00
31993,309795,3,Иностранный язык,зач,з,E,51.0,2013-10-01 00:00:00
31994,309795,3,Физическая культура,зач,з,,,2013-10-01 00:00:00
31995,309795,3,Информатика и программирование,экз,3,D+,67.0,2013-10-01 00:00:00
31996,309795,3,Деловой русский язык,зач,з,D,65.0,2013-12-28 00:00:00
31997,309795,3,Правовые основы прикладной информатики,зач,з,C-,72.0,2014-01-09 00:00:00
31998,309795,3,Менеджмент,экз,4,C,75.0,2014-01-17 00:00:00
31999,309795,3,Дифференциальные и разностные уравнения,экз,3,E,55.0,2014-01-21 00:00:00
32000,309795,3,Экономическая теория,экз,2,FX,25.0,2014-02-08 00:00:00
32001,309795,3,Экономическая теория,экз,3,E,50.0,2014-02-22 00:00:00
32002,309795,4,Информационные системы и технологии,зач,з,E,57.0,2014-06-16 00:00:00
32003,309795,4,Мировая экономика,зач,з,D,65.0,2014-06-18 00:00:00
32004,309795,4,Теория систем и системный анализ,зач,нз,FX,25.0,2014-06-18 00:00:00
32005,309795,4,Иностранный язык,зач,з,D+,67.0,2014-06-20 00:00:00
32006,309795,4,Базы данных,зач,нд,,,2014-06-20 00:00:00
32007,309795,4,Физическая культура,зач,з,,,2014-06-21 00:00:00
32008,309795,4,"Вычислительные системы, сети и телекоммуникации",КП,4,C,73.0,2014-06-24 00:00:00
32009,309795,4,Исследование операций,экз,3,E,53.0,2014-06-24 00:00:00
32010,309795,4,Теория вероятностей и математическая статистика,экз,3,E,50.0,2014-06-27 00:00:00
32011,309795,4,Операционные системы,экз,3,E,51.0,2014-06-30 00:00:00
32012,309795,4,"Вычислительные системы, сети и телекоммуникации",экз,4,C,76.0,2014-07-03 00:00:00
32013,309795,4,Лингвистическое обеспечение информационных систем,зач,з,D+,68.0,2014-08-18 00:00:00
32014,309795,4,Базы данных,зач,з,E,50.0,2014-09-12 00:00:00
32015,309795,4,Теория систем и системный анализ,зач,нз,F,20.0,2014-11-14 00:00:00
32016,309795,4,Теория систем и системный анализ,зач,з,E,51.0,2015-06-10 00:00:00
32059,309802,1,Введение в направление,зач,з,A-,92.0,2018-11-12 00:00:00
32060,309802,1,Физическая культура и спорт,зач,з,C,73.0,2018-11-12 00:00:00
32061,309802,1,Иностранный язык,зач,з,C-,70.0,2018-11-12 00:00:00
32062,309802,1,Физика,зач,з,D,66.0,2018-11-12 00:00:00
32063,309802,1,Основы личностной и коммуникативной культуры,зач,з,E,51.0,2018-11-12 00:00:00
32064,309802,1,"Учебная практика: практика по получению первичных профессиональных умений и навыков, в том числе первичных умений и навыков научно-исследовательской деятельности",прак,з,A-,92.0,2018-11-12 00:00:00
32065,309802,1,Линейная алгебра,экз,3,E,55.0,2018-11-12 00:00:00
32066,309802,1,Информатика,экз,4,B,85.0,2018-11-12 00:00:00
32067,309802,1,Математический анализ,экз,4,C,73.0,2018-11-12 00:00:00
32068,309802,1,История,экз,5,B+,88.0,2018-11-12 00:00:00
32069,309802,2,Компьютерная графика,зач,4,C,75.0,2018-11-12 00:00:00
32070,309802,2,Теоретическая информатика,зач,5,B+,87.0,2018-11-12 00:00:00
32071,309802,2,Физическая культура и спорт,зач,з,C,73.0,2018-11-12 00:00:00
32072,309802,2,Иностранный язык,зач,з,C,76.0,2018-11-12 00:00:00
32073,309802,2,Физика,экз,3,D+,69.0,2018-11-12 00:00:00
32074,309802,2,Дискретная математика,экз,3,E,56.0,2018-11-12 00:00:00
32075,309802,2,Математический анализ,экз,4,B,85.0,2018-11-12 00:00:00
32076,309802,2,Языки программирования,экз,5,A,95.0,2018-11-12 00:00:00
32077,309802,3,Программирование,КР,4,B-,80.0,2018-11-12 00:00:00
32078,309802,3,Философия,зач,4,B,84.0,2018-11-12 00:00:00
32079,309802,3,Графические системы,зач,4,C+,78.0,2018-11-12 00:00:00
32080,309802,3,Специальные главы математики,зач,5,A,93.0,2018-11-12 00:00:00
32081,309802,3,Физическая культура и спорт,зач,з,C,73.0,2018-11-12 00:00:00
32082,309802,3,Иностранный язык,зач,з,C+,77.0,2018-11-12 00:00:00
32083,309802,3,Программирование,экз,3,C-,70.0,2018-11-12 00:00:00
32084,309802,3,Физика,экз,4,B-,80.0,2018-11-12 00:00:00
32085,309802,3,Теория вероятностей и математическая статистика,экз,5,A,93.0,2018-11-12 00:00:00
32086,309802,3,Электротехника,экз,5,A,93.0,2018-11-12 00:00:00
32087,309802,4,Операционные системы,КР,4,B,83.0,2018-11-12 00:00:00
32088,309802,4,Технология программирования,КР,4,B-,80.0,2018-11-12 00:00:00
32089,309802,4,Теория информации,зач,3,D,65.0,2018-11-12 00:00:00
32090,309802,4,Сетевые протоколы,зач,3,E,51.0,2018-11-12 00:00:00
32091,309802,4,Математическое моделирование,зач,4,B-,80.0,2018-11-12 00:00:00
32092,309802,4,Физическая культура и спорт,зач,з,C,73.0,2018-11-12 00:00:00
32093,309802,4,Психология и технологии социального взаимодействия,зач,з,D,65.0,2018-11-12 00:00:00
32094,309802,4,Имитационное моделирование,зач,ня,,,2018-11-12 00:00:00
32095,309802,4,Основы теории систем,зач,ня,,,2018-11-12 00:00:00
32096,309802,4,Прикладные протоколы Интернета,зач,ня,,,2018-11-12 00:00:00
32097,309802,4,Электроника,экз,3,E,50.0,2018-11-12 00:00:00
32098,309802,4,Вычислительная математика,экз,3,E,55.0,2018-11-12 00:00:00
32099,309802,4,Операционные системы,экз,4,B,83.0,2018-11-12 00:00:00
32100,309802,4,Технология программирования,экз,4,B-,80.0,2018-11-12 00:00:00
32101,309802,4,Иностранный язык,экз,4,C,74.0,2018-11-12 00:00:00
32137,309826,1,Иностранный язык,зач,3,C-,73.0,2012-09-18 00:00:00
32138,309826,1,Математика,зач,3,E,50.0,2012-09-18 00:00:00
32139,309826,1,История,зач,4,C,73.0,2012-09-18 00:00:00
32140,309826,1,История стран Восточной Азии,зач,4,C,78.0,2012-09-18 00:00:00
32141,309826,1,Информатика,зач,з,B,84.0,2012-09-18 00:00:00
32142,309826,1,Страны и регионы мира,экз,4,B,85.0,2012-09-18 00:00:00
32143,309826,1,Иностранный язык региона специализации,экз,з,C,77.0,2012-09-18 00:00:00
32144,309826,1,Физическая культура,зач,з,C+,76.0,2012-12-18 00:00:00
32145,309826,1,Введение в регионоведение,экз,3,C-,70.0,2012-12-18 00:00:00
32146,309826,1,Безопасность жизнедеятельности,зач,4,C,73.0,2013-01-10 00:00:00
32147,309826,2,Иностранный язык региона специализации,зач,4,B-,80.0,2012-09-18 00:00:00
32148,309826,2,Физическая культура,зач,з,C,73.0,2012-09-18 00:00:00
32149,309826,2,Информационные сети и базы данных по зарубежному регионоведению,зач,з,C,76.0,2012-09-18 00:00:00
32150,309826,2,История,экз,3,C-,70.0,2012-09-18 00:00:00
32151,309826,2,История стран Восточной Азии,экз,3,C-,72.0,2012-09-18 00:00:00
32152,309826,2,Иностранный язык,экз,з,C,73.0,2012-09-18 00:00:00
32153,309826,2,Введение в теорию вероятностей и математическую статистику,зач,з,E,50.0,2012-12-26 00:00:00
32154,309826,3,Физическая культура,зач,з,E,50.0,2012-01-25 00:00:00
32155,309826,3,Экология,зач,з,C,72.0,2012-09-18 00:00:00
32156,309826,3,Экономическая теория,экз,з,C,72.0,2012-09-18 00:00:00
32157,309826,3,Иностранный язык региона специализации,экз,з,E,50.0,2012-09-18 00:00:00
32158,309826,3,Социальная психология и педагогика,зач,5,A+,100.0,2013-01-09 00:00:00
32159,309826,3,Иностранный язык,зач,ня,,,2013-01-10 00:00:00
32160,309826,3,История стран Восточной Азии,зач,ня,,,2013-01-11 00:00:00
